pop,1
0,1,0,0,0,1,0,0,69
0,0,0,1,1,0,0,1,26
0,0,1,1,0,1,0,1,54
0,0,0,0,0,0,1,0,3
pop,2
0,0,1,0,0,1,1,1,40
1,0,1,0,1,1,0,1,174
1,0,1,0,1,0,0,1,170
0,0,1,1,1,0,0,0,57
pop,3
0,1,0,0,0,0,1,1,68
1,0,0,0,1,1,1,0,143
0,1,0,1,1,0,1,0,91
0,0,1,0,0,0,1,1,36
pop,4
1,1,0,1,1,0,1,1,220
1,1,1,0,1,1,1,0,239
0,1,1,1,0,0,0,0,113
1,0,1,1,1,1,1,1,192
pop,5
0,1,0,0,1,1,1,0,79
0,0,0,1,1,1,0,0,29
0,1,0,1,1,1,0,0,93
1,1,0,0,1,1,1,1,208
pop,6
1,0,1,0,1,0,1,1,172
1,0,1,1,0,1,1,0,183
1,0,0,0,0,1,1,0,135
1,1,0,1,1,1,1,1,224
pop,7
0,1,1,1,1,1,1,1,128
1,1,0,1,0,1,0,0,213
1,1,1,0,1,1,0,1,238
0,0,0,1,1,1,0,1,30
pop,8
1,1,0,1,0,1,0,0,213
0,1,0,0,0,0,1,1,68
1,0,0,1,0,0,0,1,146
0,0,0,0,1,0,1,0,11
pop,9
0,0,1,0,0,1,1,1,40
0,0,1,0,1,1,1,0,47
1,1,1,1,0,1,1,0,247
0,1,0,1,1,1,1,0,95
pop,10
1,0,1,1,1,1,0,1,190
0,1,1,1,0,1,1,1,120
1,0,0,1,1,1,0,1,158
1,0,1,1,0,1,1,1,184
pop,11
0,1,1,0,1,1,1,1,112
0,0,1,1,1,1,1,1,64
1,0,1,1,1,1,1,1,192
0,1,0,0,1,0,1,1,76
pop,12
0,1,0,0,1,1,1,1,80
1,1,0,1,0,0,0,1,210
1,0,0,1,0,0,1,0,147
1,1,1,1,0,0,0,0,241
pop,13
0,1,0,0,0,0,1,0,67
1,0,1,0,0,0,1,0,163
0,0,1,0,1,1,1,0,47
1,0,0,1,0,0,1,1,148
pop,14
1,1,0,0,1,1,1,1,208
1,0,0,0,1,0,0,0,137
1,1,0,0,1,1,0,0,205
1,1,1,1,1,1,0,1,254
pop,15
1,1,0,1,1,1,1,1,224
1,1,1,1,1,1,0,1,254
0,1,0,1,1,1,0,0,93
1,1,0,0,1,1,1,1,208
pop,16
1,0,0,1,1,0,0,0,153
1,0,0,0,1,0,1,1,140
1,0,1,0,1,0,0,0,169
1,0,1,0,1,1,1,0,175
pop,17
1,1,1,0,0,0,1,1,228
0,1,1,0,1,1,0,1,110
1,1,0,0,1,1,0,1,206
1,1,1,0,1,0,0,0,233
pop,18
1,1,1,1,1,1,0,0,253
0,1,1,0,1,1,0,0,109
0,1,0,0,1,1,0,0,77
1,1,1,1,0,0,0,0,241
pop,19
0,0,0,0,1,0,1,1,12
0,1,0,1,1,0,0,0,89
0,0,1,0,0,1,1,0,39
1,1,1,1,0,1,1,1,248
pop,20
1,0,1,0,0,0,0,1,162
1,0,0,0,1,0,1,0,139
1,1,1,1,1,1,0,1,254
0,0,1,0,0,1,1,1,40
pop,21
1,0,1,1,0,0,0,1,178
1,1,1,0,1,1,1,0,239
1,0,0,0,1,0,0,1,138
1,0,1,1,1,1,0,0,189
pop,22
1,0,0,1,0,1,1,1,152
0,1,1,1,1,0,0,0,121
1,0,0,1,1,1,0,1,158
0,1,1,1,1,0,1,0,123
pop,23
0,0,0,0,0,0,1,1,4
1,1,0,0,1,1,0,1,206
0,1,0,1,1,1,0,1,94
1,0,1,0,0,1,1,1,168
pop,24
0,0,1,0,0,1,1,1,40
1,1,0,0,0,0,0,0,193
1,0,0,1,0,1,1,0,151
1,0,0,0,1,0,0,0,137
pop,25
0,1,0,1,0,0,1,0,83
0,1,1,0,0,0,1,0,99
0,1,0,1,0,1,0,1,86
1,0,1,1,1,0,0,1,186
pop,26
0,0,1,1,0,0,0,1,50
1,1,0,1,0,0,0,1,210
0,1,0,1,1,1,0,1,94
1,1,0,1,1,1,1,0,223
pop,27
0,1,1,0,0,0,1,0,99
1,0,0,0,0,1,0,1,134
0,1,0,0,0,0,1,1,68
1,1,1,1,0,0,1,0,243
pop,28
1,1,0,1,1,0,0,1,218
1,1,0,1,1,0,1,0,219
0,1,1,0,0,1,1,0,103
0,1,0,1,0,1,1,0,87
pop,29
0,1,1,1,0,0,1,1,116
1,1,0,0,0,0,0,0,193
0,0,0,1,1,1,1,1,32
0,1,1,0,0,0,1,1,100
pop,30
0,1,0,1,1,0,1,1,92
0,1,1,1,0,1,0,1,118
1,0,1,0,0,0,0,0,161
1,0,0,0,1,1,0,1,142
pop,31
0,1,0,0,0,1,0,0,69
1,1,1,1,0,1,0,0,245
1,1,0,0,0,1,0,0,197
1,1,1,0,0,1,1,0,231
pop,32
1,0,0,0,1,1,1,1,144
0,0,1,1,1,0,0,0,57
1,1,0,1,1,0,1,1,220
0,1,1,1,0,1,1,0,119
pop,33
0,0,1,0,1,1,0,0,45
1,0,1,0,0,1,1,1,168
0,1,0,0,1,1,1,1,80
1,0,1,1,0,1,1,1,184
pop,34
1,1,0,1,0,1,0,1,214
1,0,0,0,0,1,0,0,133
1,0,1,0,1,0,0,1,170
0,1,1,1,1,1,1,0,127
pop,35
1,0,1,0,0,0,0,0,161
1,1,1,1,1,1,0,1,254
0,0,1,0,0,1,1,1,40
1,0,1,0,1,0,1,1,172
pop,36
0,0,0,0,0,1,0,1,6
1,1,1,0,1,1,1,0,239
0,1,1,1,1,0,0,0,121
0,0,1,1,0,1,1,1,56
pop,37
0,1,0,0,1,0,1,1,76
1,1,1,1,1,0,0,1,250
0,1,0,0,0,1,0,1,70
0,0,1,0,0,0,1,1,36
pop,38
1,1,0,0,0,1,0,1,198
1,1,1,0,1,0,1,1,236
0,1,0,0,1,0,1,0,75
0,0,0,1,1,0,1,1,28
pop,39
1,1,1,0,1,0,1,0,235
0,0,1,1,1,1,0,1,62
1,1,1,0,1,0,1,1,236
1,0,0,0,0,0,0,1,130
pop,40
1,0,1,0,0,1,1,1,168
1,0,0,0,0,0,0,0,129
0,0,1,1,1,1,1,1,64
0,1,1,0,0,0,0,1,98
pop,41
1,0,1,1,1,1,1,1,192
0,1,1,0,0,0,1,0,99
0,1,1,0,0,0,0,0,97
0,1,1,0,0,1,1,0,103
pop,42
1,0,0,0,0,1,0,0,133
1,0,0,1,1,1,0,1,158
0,0,0,0,0,0,0,1,2
0,0,1,1,1,1,1,0,63
pop,43
0,1,1,0,1,0,1,0,107
1,0,1,1,1,1,0,1,190
1,0,1,1,1,1,1,0,191
1,0,0,0,1,1,1,1,144
pop,44
0,1,0,0,1,0,1,0,75
1,1,0,0,1,1,1,0,207
0,0,1,1,0,1,1,1,56
1,1,0,0,0,0,1,1,196
pop,45
0,1,0,1,1,0,0,1,90
1,1,0,1,1,0,1,1,220
1,0,0,0,1,1,1,1,144
0,0,1,1,1,1,0,0,61
pop,46
1,0,1,0,0,0,1,1,164
1,0,0,0,0,0,0,1,130
0,1,0,0,0,1,0,0,69
0,1,1,0,1,1,1,0,111
pop,47
1,1,1,1,1,1,0,1,254
1,1,1,0,0,1,1,1,232
1,0,0,0,0,0,0,0,129
1,1,0,1,1,0,1,1,220
pop,48
1,0,1,1,0,0,0,1,178
0,0,1,0,0,0,0,0,33
0,1,1,0,0,0,0,0,97
1,0,0,0,0,0,1,1,132
pop,49
0,1,1,1,0,1,0,0,117
1,1,1,1,1,1,1,0,255
0,0,0,0,1,1,1,1,16
1,1,1,0,0,0,0,0,225
pop,50
1,0,1,1,1,0,0,1,186
0,0,1,0,1,0,1,1,44
0,1,0,1,1,1,1,0,95
1,1,1,1,1,1,1,0,255
pop,51
0,1,0,1,1,1,1,1,96
1,1,1,0,1,0,0,1,234
1,1,1,1,0,1,1,0,247
1,1,0,0,0,1,0,0,197
pop,52
0,0,0,0,1,0,1,0,11
1,1,0,1,0,0,0,1,210
1,0,1,1,1,0,0,0,185
1,0,1,1,0,1,0,0,181
pop,53
0,0,1,1,0,0,1,0,51
1,0,0,0,0,0,0,1,130
0,1,1,1,1,0,1,0,123
0,1,0,0,0,0,1,0,67
pop,54
0,1,1,1,0,1,1,0,119
0,0,1,1,1,1,0,0,61
0,0,1,1,0,0,0,1,50
0,1,0,1,0,0,1,1,84
pop,55
1,0,1,1,1,0,1,0,187
1,0,0,0,1,1,1,0,143
0,1,1,0,1,0,1,0,107
0,0,0,1,0,0,1,0,19
pop,56
1,1,0,0,0,1,1,1,200
1,0,0,1,1,0,1,0,155
0,1,0,0,0,0,0,0,65
0,1,0,1,0,1,1,0,87
pop,57
0,0,0,0,1,1,1,1,16
1,1,1,0,1,1,0,1,238
1,1,1,1,1,1,0,0,253
0,0,0,1,0,1,0,1,22
pop,58
0,0,1,1,1,0,1,1,60
0,0,1,1,1,0,1,1,60
1,0,1,0,0,0,0,0,161
1,1,1,0,1,1,1,1,240
pop,59
0,1,1,1,0,1,0,0,117
0,0,1,0,0,0,1,1,36
0,0,1,1,1,1,0,0,61
0,0,1,0,0,0,1,0,35
pop,60
1,0,1,0,0,0,1,0,163
1,1,0,0,0,0,0,1,194
1,0,1,1,0,1,1,1,184
0,0,0,0,1,0,0,0,9
pop,61
1,0,1,1,1,0,0,0,185
1,0,0,0,1,1,1,0,143
1,1,1,0,0,0,0,1,226
1,1,0,0,0,1,1,1,200
pop,62
0,1,1,1,0,1,0,1,118
0,1,1,1,1,1,0,1,126
1,0,0,0,0,0,0,0,129
1,0,0,1,1,0,1,0,155
pop,63
0,1,0,0,1,1,0,0,77
1,1,0,1,1,1,1,1,224
0,0,1,0,0,0,1,0,35
1,1,0,0,1,1,1,0,207
pop,64
0,0,1,1,0,1,0,1,54
1,0,1,0,0,1,0,0,165
1,0,0,1,0,1,0,0,149
1,1,0,1,1,1,0,0,221
pop,65
1,0,0,0,0,1,1,1,136
0,1,1,0,1,1,1,1,112
1,1,1,1,0,0,0,1,242
0,1,1,0,1,0,0,1,106
pop,66
0,0,0,1,1,0,0,1,26
1,0,0,1,1,0,1,0,155
0,0,1,1,0,1,0,1,54
0,0,1,0,1,0,1,1,44
pop,67
0,1,0,1,0,0,1,1,84
0,0,1,0,0,1,0,0,37
1,0,1,1,0,0,1,1,180
0,0,0,0,1,0,0,0,9
pop,68
1,1,0,0,1,0,0,0,201
0,0,1,0,0,1,0,1,38
0,0,1,0,1,0,0,1,42
1,0,0,0,0,0,0,0,129
pop,69
0,0,0,1,0,1,1,1,24
0,1,0,1,1,1,0,0,93
0,0,0,1,1,0,1,1,28
1,1,0,0,0,0,1,1,196
pop,70
0,0,1,0,0,1,0,1,38
0,0,1,0,1,0,0,0,41
0,1,1,0,1,1,0,1,110
0,0,1,0,0,0,1,0,35
pop,71
1,1,1,0,0,0,1,0,227
0,0,0,0,0,1,0,0,5
0,0,0,0,1,0,0,0,9
1,1,0,0,0,1,0,0,197
pop,72
1,0,1,0,1,1,1,0,175
0,0,1,1,0,0,0,1,50
0,0,0,0,0,1,1,0,7
1,1,1,0,1,0,0,1,234
pop,73
1,0,0,0,1,0,0,0,137
1,0,1,0,0,1,1,0,167
1,1,1,1,1,0,0,0,249
0,0,0,1,1,1,1,0,31
pop,74
1,0,0,1,0,0,1,1,148
1,1,0,1,1,0,1,0,219
1,0,1,0,1,0,0,0,169
0,0,1,1,1,0,0,1,58
pop,75
0,1,0,1,1,0,1,1,92
1,1,1,0,0,1,0,0,229
1,1,1,0,0,1,0,1,230
1,1,1,1,1,0,0,0,249
pop,76
0,1,0,1,1,1,1,1,96
1,0,0,1,0,0,0,0,145
1,1,0,0,1,0,0,0,201
1,0,0,0,1,0,1,0,139
pop,77
0,1,0,0,1,0,0,1,74
1,0,0,1,1,0,0,1,154
0,0,1,1,1,1,1,1,64
0,0,0,0,1,0,1,0,11
pop,78
1,0,0,0,1,1,1,1,144
1,0,1,0,0,0,0,1,162
0,1,0,1,0,1,0,1,86
0,1,0,1,1,0,1,1,92
pop,79
1,0,0,1,0,0,1,0,147
1,1,1,0,1,1,0,1,238
0,1,0,1,0,1,1,0,87
1,0,1,1,1,1,1,1,192
pop,80
0,0,0,0,1,1,1,0,15
1,1,1,0,1,1,1,1,240
0,1,0,1,0,0,0,0,81
0,1,1,0,1,1,1,0,111
pop,81
1,1,0,1,0,0,1,0,211
0,1,0,0,1,0,1,0,75
1,0,0,1,0,1,1,0,151
1,1,1,0,1,1,1,1,240
pop,82
1,0,1,1,0,0,0,1,178
1,0,0,1,0,0,1,0,147
1,0,1,1,0,1,0,0,181
0,1,0,1,1,1,1,1,96
pop,83
1,1,1,1,1,0,1,1,252
1,0,0,1,0,1,1,1,152
0,0,1,1,0,1,0,1,54
0,1,0,0,0,1,0,0,69
pop,84
1,0,1,1,1,1,1,1,192
0,1,0,0,1,1,0,0,77
0,0,1,1,1,1,0,1,62
0,1,1,0,0,1,1,1,104
pop,85
1,0,0,0,1,0,0,0,137
1,1,0,0,0,1,0,0,197
1,0,1,0,1,1,1,1,176
1,0,1,0,1,0,1,1,172
pop,86
0,0,1,1,1,1,0,1,62
1,1,1,0,0,1,0,1,230
0,0,0,1,0,0,1,1,20
1,1,0,1,0,1,1,0,215
pop,87
0,1,1,0,1,0,1,1,108
1,1,0,0,1,1,1,1,208
1,0,0,1,1,0,1,1,156
1,0,1,1,0,0,0,1,178
pop,88
1,1,0,0,0,0,1,0,195
0,0,1,0,1,1,1,0,47
0,1,1,0,1,0,1,1,108
0,1,0,0,0,1,0,1,70
pop,89
0,0,0,0,1,0,0,0,9
1,1,1,1,0,0,1,0,243
1,1,0,0,1,1,1,1,208
1,0,1,1,0,1,1,0,183
pop,90
0,1,0,0,1,0,1,0,75
1,0,0,1,0,1,0,1,150
0,0,0,1,1,1,0,1,30
1,1,0,1,0,0,0,1,210
pop,91
0,1,1,0,0,0,1,0,99
1,0,1,1,0,0,1,0,179
1,0,1,0,1,0,0,1,170
1,1,0,0,0,0,1,0,195
pop,92
1,1,0,0,0,1,1,1,200
1,1,1,0,0,1,1,0,231
0,0,0,0,1,0,0,1,10
0,1,0,0,0,0,0,0,65
pop,93
1,0,0,0,0,1,0,0,133
1,0,1,1,1,1,1,0,191
0,0,0,0,0,1,1,1,8
1,1,0,1,1,1,0,0,221
pop,94
1,1,0,0,0,1,1,0,199
0,1,0,0,0,0,1,1,68
0,1,1,1,1,0,0,1,122
1,0,0,0,1,1,1,0,143
pop,95
1,1,0,0,1,1,1,1,208
0,1,1,1,1,1,0,1,126
1,1,1,1,1,1,0,1,254
0,0,0,0,1,1,0,1,14
pop,96
1,0,0,0,0,0,0,0,129
1,1,0,1,1,0,0,1,218
0,1,1,1,0,1,1,0,119
0,1,1,1,1,1,0,1,126
pop,97
1,0,0,0,0,1,0,0,133
1,0,0,1,0,1,1,0,151
1,1,1,0,1,1,1,1,240
1,1,1,0,0,1,1,1,232
pop,98
0,1,0,1,1,1,1,0,95
1,1,0,1,0,0,1,1,212
1,0,0,0,1,0,0,1,138
0,0,0,1,0,0,0,0,17
pop,99
1,1,1,0,0,0,0,0,225
1,0,0,1,1,1,0,0,157
1,0,1,1,1,1,0,1,190
1,0,0,1,1,0,0,1,154
pop,100
1,0,1,0,0,0,0,0,161
0,1,1,0,0,1,0,0,101
1,0,0,0,1,1,1,1,144
0,1,0,0,0,0,0,0,65
pop,101
1,0,1,1,1,0,0,0,185
0,1,0,1,1,0,1,1,92
0,0,1,0,1,1,0,1,46
0,0,0,0,0,0,1,1,4
pop,102
0,0,0,0,0,1,0,1,6
0,1,0,0,1,0,0,1,74
1,0,1,0,1,1,1,0,175
1,1,1,0,0,0,1,0,227
pop,103
0,0,0,0,1,0,1,1,12
1,1,1,1,0,1,1,1,248
0,0,0,0,1,1,0,0,13
0,0,1,0,0,1,0,0,37
pop,104
0,1,0,1,1,0,1,1,92
0,1,0,1,1,1,0,1,94
1,0,1,1,0,1,0,0,181
1,1,0,0,0,0,1,0,195
pop,105
1,1,1,0,1,1,1,1,240
0,0,0,0,1,0,0,1,10
0,0,1,1,1,0,0,0,57
0,0,0,1,1,0,0,1,26
pop,106
0,1,0,0,1,1,0,1,78
0,1,1,1,0,1,0,0,117
0,0,1,1,0,0,1,1,52
0,0,0,1,1,0,1,0,27
pop,107
0,1,0,0,1,0,1,0,75
1,0,0,0,1,1,1,0,143
1,0,1,1,1,1,1,1,192
1,1,0,0,0,0,1,1,196
pop,108
0,1,0,0,1,1,0,0,77
1,0,1,1,0,1,1,1,184
1,1,0,1,0,0,1,1,212
0,0,0,0,0,1,1,1,8
pop,109
1,0,1,0,1,1,0,1,174
0,0,1,1,1,0,1,1,60
0,0,0,0,0,0,1,0,3
0,0,0,0,1,1,1,0,15
pop,110
0,1,1,1,0,1,1,0,119
0,0,1,1,0,1,0,0,53
1,1,0,0,0,1,1,1,200
1,0,0,0,1,1,0,0,141
pop,111
1,1,0,0,1,0,1,0,203
0,0,1,1,0,0,0,0,49
1,0,0,1,0,0,1,1,148
